tier,champ_name,item_count,item_set,combo_count,rnk,current_win_rate,base_naked_wr,total_lift
platinum,Ekko,1,47,56,1,0.2321,0.1735,0.0587
platinum,Ekko,1,37,322,3,0.1429,0.1735,-0.0306
platinum,Ekko,1,33,113,2,0.1327,0.1735,-0.0407
platinum,Ezreal,0,NONE,8514,1,0.1152,0.1152,0.0000
platinum,Ezreal,1,67,217,2,0.2074,0.1152,0.0922
platinum,Ezreal,1,58,59,3,0.2034,0.1152,0.0882
platinum,Ezreal,1,34,197,1,0.1066,0.1152,-0.0086
platinum,Ezreal,2,56-57,65,1,0.2769,0.1152,0.1617
platinum,Ezreal,2,26-57,53,2,0.1321,0.1152,0.0169
platinum,Fiora,0,NONE,3422,1,0.0827,0.0827,0.0000
platinum,Fiora,1,27,79,1,0.1646,0.0827,0.0819
platinum,Fiora,1,5,222,3,0.1532,0.0827,0.0705
platinum,Fiora,1,1,138,2,0.1087,0.0827,0.0260
platinum,Fizz,0,NONE,7636,1,0.1621,0.1621,0.0000
platinum,Fizz,1,55,66,3,0.1515,0.1621,-0.0106
platinum,Fizz,1,36,85,1,0.1412,0.1621,-0.0210
platinum,Fizz,1,66,94,2,0.0638,0.1621,-0.0983
platinum,Gangplank,0,NONE,1525,1,0.1541,0.1541,0.0000
platinum,Gangplank,1,39,65,2,0.0923,0.1541,-0.0618
platinum,Gangplank,1,4,55,3,0.0909,0.1541,-0.0632
platinum,Gangplank,1,44,69,1,0.0725,0.1541,-0.0816
platinum,Gangplank,2,15-33,69,2,0.1884,0.1541,0.0343
platinum,Gangplank,2,15-37,82,1,0.1220,0.1541,-0.0322
platinum,Gangplank,2,15-39,54,3,0.0926,0.1541,-0.0615
platinum,Gangplank,3,15-33-37,132,5,0.3182,0.1541,0.1641
platinum,Gangplank,3,15-36-37,63,2,0.3016,0.1541,0.1475
platinum,Gangplank,3,15-33-33,59,3,0.2881,0.1541,0.1340
platinum,Gangplank,3,15-33-36,55,4,0.2727,0.1541,0.1186
platinum,Gangplank,3,15-37-44,65,1,0.1846,0.1541,0.0305
platinum,Graves,0,NONE,7456,1,0.1097,0.1097,0.0000
platinum,Graves,1,47,102,2,0.2059,0.1097,0.0962
platinum,Graves,1,67,181,3,0.1105,0.1097,0.0008
platinum,Graves,1,17,57,1,0.1053,0.1097,-0.0045
platinum,Irelia,0,NONE,2313,1,0.0981,0.0981,0.0000
platinum,Irelia,1,13,51,1,0.1765,0.0981,0.0783
platinum,Irelia,1,16,132,2,0.0985,0.0981,0.0003
platinum,Irelia,1,6,54,3,0.0556,0.0981,-0.0426
platinum,Irelia,2,15-29,54,4,0.1111,0.0981,0.0130
platinum,Irelia,2,15-19,170,5,0.0824,0.0981,-0.0158
platinum,Irelia,2,15-16,68,3,0.0588,0.0981,-0.0393
platinum,Irelia,2,19-44,58,1,0.0517,0.0981,-0.0464
platinum,Irelia,2,16-19,87,2,0.0230,0.0981,-0.0752
platinum,Irelia,3,19-19-29,89,5,0.2921,0.0981,0.1940
platinum,Irelia,3,15-19-19,97,4,0.1959,0.0981,0.0977
platinum,Irelia,3,15-19-44,153,1,0.1503,0.0981,0.0522
platinum,Irelia,3,15-16-44,60,3,0.1167,0.0981,0.0185
platinum,Irelia,3,16-19-44,118,2,0.1102,0.0981,0.0120
platinum,Ivern,0,NONE,89,1,0.0674,0.0674,0.0000
platinum,Janna,0,NONE,269,1,0.1822,0.1822,0.0000
platinum,JarvanIV,0,NONE,5991,1,0.0978,0.0978,0.0000
platinum,JarvanIV,1,27,157,3,0.1592,0.0978,0.0614
platinum,JarvanIV,1,55,91,1,0.1319,0.0978,0.0341
platinum,JarvanIV,1,45,99,2,0.1212,0.0978,0.0234
platinum,Jax,0,NONE,158,1,0.1013,0.1013,0.0000
platinum,Jayce,0,NONE,4990,1,0.0908,0.0908,0.0000
platinum,Jayce,1,13,72,1,0.1528,0.0908,0.0620
platinum,Jayce,1,79,65,2,0.0769,0.0908,-0.0139
platinum,Jayce,1,15,107,3,0.0654,0.0908,-0.0254
platinum,Jayce,2,36-37,59,2,0.1356,0.0908,0.0448
platinum,Jayce,2,15-36,59,1,0.1186,0.0908,0.0279
platinum,Jhin,0,NONE,1852,1,0.1112,0.1112,0.0000
platinum,Jhin,1,26,134,1,0.1493,0.1112,0.0380
platinum,Jhin,1,16,80,2,0.1125,0.1112,0.0013
platinum,Jhin,1,1,75,3,0.1067,0.1112,-0.0046
platinum,Jhin,2,29-69,78,4,0.1410,0.1112,0.0298
platinum,Jhin,2,26-29,69,3,0.1304,0.1112,0.0192
platinum,Jhin,2,19-29,297,1,0.1246,0.1112,0.0134
platinum,Jhin,2,15-19,171,2,0.0994,0.1112,-0.0118
platinum,Jhin,2,15-29,277,5,0.0686,0.1112,-0.0426
platinum,Jhin,3,15-19-19,100,4,0.2400,0.1112,0.1288
platinum,Jhin,3,16-19-29,112,1,0.1875,0.1112,0.0763
platinum,Jhin,3,15-19-26,168,3,0.1786,0.1112,0.0673
platinum,Jhin,3,15-29-69,65,5,0.1692,0.1112,0.0580
platinum,Jhin,3,15-16-19,128,2,0.1406,0.1112,0.0294
platinum,Jinx,0,NONE,1428,1,0.0812,0.0812,0.0000
platinum,Jinx,1,29,93,1,0.0753,0.0812,-0.0060
platinum,Jinx,1,2,59,2,0.0509,0.0812,-0.0304
platinum,Jinx,1,19,104,3,0.0289,0.0812,-0.0524
platinum,Jinx,2,22-57,60,5,0.2333,0.0812,0.1521
platinum,Jinx,2,29-57,62,3,0.1774,0.0812,0.0962
platinum,Jinx,2,26-57,123,2,0.1138,0.0812,0.0326
platinum,Jinx,2,12-57,233,1,0.1116,0.0812,0.0304
platinum,Jinx,2,15-57,69,4,0.0725,0.0812,-0.0088
platinum,Jinx,3,11-12-57,61,2,0.2131,0.0812,0.1319
platinum,Jinx,3,15-29-57,141,1,0.2057,0.0812,0.1244
platinum,Jinx,3,11-29-57,73,3,0.1781,0.0812,0.0969
platinum,Jinx,3,11-15-29,61,5,0.1312,0.0812,0.0499
platinum,Jinx,3,11-29-69,57,4,0.0877,0.0812,0.0065
platinum,KaiSa,0,NONE,2384,1,0.0927,0.0927,0.0000
platinum,KaiSa,1,38,103,3,0.0874,0.0927,-0.0053
platinum,KaiSa,1,34,102,1,0.0686,0.0927,-0.0241
platinum,KaiSa,1,4,66,2,0.0606,0.0927,-0.0321
platinum,KaiSa,2,37-38,120,1,0.1500,0.0927,0.0573
platinum,KaiSa,2,38-44,104,2,0.1250,0.0927,0.0323
platinum,KaiSa,2,34-37,106,4,0.1038,0.0927,0.0111
platinum,KaiSa,2,37-44,358,3,0.1034,0.0927,0.0107
platinum,KaiSa,2,4-37,53,5,0.0566,0.0927,-0.0361
platinum,KaiSa,3,14-37-38,76,2,0.3290,0.0927,0.2363
platinum,KaiSa,3,37-38-44,513,5,0.2398,0.0927,0.1471
platinum,KaiSa,3,34-37-38,75,4,0.2000,0.0927,0.1073
platinum,KaiSa,3,33-37-44,90,1,0.1444,0.0927,0.0517
platinum,KaiSa,3,3-37-44,62,3,0.1129,0.0927,0.0202
platinum,Karma,0,NONE,11443,1,0.1378,0.1378,0.0000
platinum,Karma,1,47,94,2,0.2872,0.1378,0.1494
platinum,Karma,1,46,91,1,0.1868,0.1378,0.0490
platinum,Karma,1,67,235,3,0.1489,0.1378,0.0111
platinum,Kassadin,0,NONE,10815,1,0.1205,0.1205,0.0000
platinum,Kassadin,1,28,57,1,0.2105,0.1205,0.0901
platinum,Kassadin,1,27,76,3,0.1711,0.1205,0.0506
platinum,Kassadin,1,4,98,2,0.1225,0.1205,0.0020
platinum,Kayle,0,NONE,3353,1,0.1449,0.1449,0.0000
platinum,Kayle,1,22,363,3,0.1019,0.1449,-0.0430
platinum,Kayle,1,23,405,2,0.0840,0.1449,-0.0610
platinum,Kayle,1,29,65,1,0.0615,0.1449,-0.0834
platinum,Kayle,2,22-37,80,4,0.1375,0.1449,-0.0074
platinum,Kayle,2,15-23,81,2,0.0988,0.1449,-0.0462
platinum,Kayle,2,22-23,167,3,0.0898,0.1449,-0.0551
platinum,Kayle,2,15-22,90,5,0.0889,0.1449,-0.0561
platinum,Kayle,2,22-69,92,1,0.0435,0.1449,-0.1015
platinum,Kayle,3,15-23-69,61,1,0.2951,0.1449,0.1501
platinum,Kayle,3,15-22-69,64,5,0.2031,0.1449,0.0582
platinum,Kayle,3,15-22-23,541,4,0.1922,0.1449,0.0473
platinum,Kayle,3,15-22-24,75,2,0.1467,0.1449,0.0017
platinum,Kayle,3,15-22-49,51,3,0.0980,0.1449,-0.0469
platinum,KhaZix,0,NONE,4746,1,0.1161,0.1161,0.0000
platinum,KhaZix,1,88,62,1,0.1613,0.1161,0.0452
platinum,KhaZix,1,22,84,3,0.0833,0.1161,-0.0328
platinum,KhaZix,1,19,164,2,0.0671,0.1161,-0.0490
platinum,KhaZix,2,19-22,62,1,0.0645,0.1161,-0.0516
platinum,KhaZix,3,19-19-22,163,2,0.2086,0.1161,0.0925
platinum,KhaZix,3,15-19-22,109,1,0.1284,0.1161,0.0123
platinum,Khazix,0,NONE,116,1,0.1293,0.1293,0.0000
platinum,Kindred,0,NONE,211,1,0.1137,0.1137,0.0000
platinum,KogMaw,0,NONE,51,1,0.0392,0.0392,0.0000
platinum,LeBlanc,0,NONE,219,1,0.0913,0.0913,0.0000
platinum,Leona,0,NONE,4549,1,0.0838,0.0838,0.0000
platinum,Leona,1,35,110,2,0.2091,0.0838,0.1253
platinum,Leona,1,7,422,3,0.1161,0.0838,0.0324
platinum,Leona,1,77,138,1,0.0942,0.0838,0.0105
platinum,Lucian,0,NONE,3644,1,0.0974,0.0974,0.0000
platinum,Lucian,1,67,150,1,0.2067,0.0974,0.1093
platinum,Lucian,1,2,240,3,0.1375,0.0974,0.0401
platinum,Lucian,1,34,57,2,0.0877,0.0974,-0.0097
platinum,Lucian,2,56-57,108,3,0.2222,0.0974,0.1248
platinum,Lucian,2,24-57,52,2,0.2115,0.0974,0.1141
platinum,Lucian,2,26-57,149,5,0.1946,0.0974,0.0972
platinum,Lucian,2,29-57,83,4,0.1687,0.0974,0.0713
platinum,Lucian,2,12-57,154,1,0.1234,0.0974,0.0260
platinum,Lulu,0,NONE,6257,1,0.1979,0.1979,0.0000
platinum,Lulu,1,6,52,3,0.2308,0.1979,0.0329
platinum,Lulu,1,69,80,1,0.2125,0.1979,0.0146
platinum,Lulu,1,26,64,2,0.1563,0.1979,-0.0416
platinum,Lux,0,NONE,9382,1,0.1505,0.1505,0.0000
platinum,Lux,1,48,145,2,0.1655,0.1505,0.0150
platinum,Lux,1,34,176,3,0.1648,0.1505,0.0143
platinum,Lux,1,3,85,1,0.1294,0.1505,-0.0211
platinum,Malphite,0,NONE,13652,1,0.1346,0.1346,0.0000
platinum,Malphite,1,27,177,1,0.1582,0.1346,0.0236
platinum,Malphite,1,35,102,2,0.1569,0.1346,0.0222
platinum,Malphite,1,6,72,3,0.0833,0.1346,-0.0513
platinum,Malzahar,0,NONE,162,1,0.1296,0.1296,0.0000
platinum,Maokai,0,NONE,65,1,0.0769,0.0769,0.0000
platinum,MasterYi,0,NONE,4052,1,0.0918,0.0918,0.0000
platinum,MasterYi,1,77,51,3,0.1569,0.0918,0.0651
platinum,MasterYi,1,67,93,1,0.1398,0.0918,0.0480
platinum,MasterYi,1,23,64,2,0.0625,0.0918,-0.0293
platinum,MasterYi,3,23-55-69,193,3,0.1606,0.0918,0.0688
platinum,MasterYi,3,22-23-69,112,2,0.1518,0.0918,0.0600
platinum,MasterYi,3,22-26-69,68,1,0.1471,0.0918,0.0553
platinum,MissFortune,0,NONE,3830,1,0.1478,0.1478,0.0000
platinum,MissFortune,1,57,218,1,0.1651,0.1478,0.0174
platinum,MissFortune,1,33,126,3,0.1429,0.1478,-0.0049
platinum,MissFortune,1,2,64,2,0.1406,0.1478,-0.0072
platinum,MissFortune,2,37-44,52,2,0.1539,0.1478,0.0061
platinum,MissFortune,2,44-69,68,1,0.1177,0.1478,-0.0301
platinum,MissFortune,3,37-44-69,57,1,0.2632,0.1478,0.1154
platinum,Mordekaiser,0,NONE,5568,1,0.1009,0.1009,0.0000
platinum,Mordekaiser,1,68,55,1,0.0909,0.1009,-0.0100
platinum,Mordekaiser,1,5,69,3,0.0725,0.1009,-0.0285
platinum,Mordekaiser,1,35,84,2,0.0595,0.1009,-0.0414
platinum,Mordekaiser,2,37-66,62,2,0.0645,0.1009,-0.0364
platinum,Mordekaiser,2,37-55,65,1,0.0615,0.1009,-0.0394
platinum,Mordekaiser,3,37-55-66,76,2,0.2500,0.1009,0.1491
platinum,Mordekaiser,3,33-55-66,65,1,0.1385,0.1009,0.0375
platinum,Nami,0,NONE,118,1,0.1864,0.1864,0.0000
platinum,Nasus,0,NONE,146,1,0.0685,0.0685,0.0000
platinum,Nautilus,0,NONE,259,1,0.1544,0.1544,0.0000
platinum,Neeko,0,NONE,3718,1,0.0920,0.0920,0.0000
platinum,Neeko,1,79,66,1,0.1818,0.0920,0.0898
platinum,Neeko,1,37,134,3,0.1269,0.0920,0.0349
platinum,Neeko,1,25,98,2,0.0612,0.0920,-0.0308
platinum,Nocturne,0,NONE,121,1,0.1405,0.1405,0.0000
platinum,Olaf,0,NONE,54,1,0.1296,0.1296,0.0000
platinum,Ornn,0,NONE,252,1,0.0992,0.0992,0.0000
platinum,Poppy,0,NONE,5871,1,0.1036,0.1036,0.0000
platinum,Poppy,1,67,167,2,0.1437,0.1036,0.0402
platinum,Poppy,1,47,90,3,0.1333,0.1036,0.0298
platinum,Poppy,1,25,146,1,0.0685,0.1036,-0.0351
platinum,Poppy,2,55-66,72,1,0.1528,0.1036,0.0492
platinum,Poppy,3,33-55-66,139,1,0.1079,0.1036,0.0044
platinum,Poppy,3,25-55-66,54,2,0.0370,0.1036,-0.0665
platinum,Rakan,0,NONE,3761,1,0.0992,0.0992,0.0000
platinum,Rakan,1,36,103,2,0.1262,0.0992,0.0270
platinum,Rakan,1,14,417,3,0.0911,0.0992,-0.0081
platinum,Rakan,1,4,107,1,0.0654,0.0992,-0.0338
platinum,Rakan,2,37-44,77,2,0.1299,0.0992,0.0307
platinum,Rakan,2,14-37,382,1,0.1230,0.0992,0.0239
platinum,Rakan,2,37-45,84,4,0.0952,0.0992,-0.0039
platinum,Rakan,2,14-14,80,3,0.0500,0.0992,-0.0492
platinum,Rakan,3,14-37-45,74,5,0.1892,0.0992,0.0900
platinum,Rakan,3,14-14-37,155,4,0.1355,0.0992,0.0363
platinum,Rakan,3,14-37-44,60,2,0.1333,0.0992,0.0342
platinum,Rakan,3,14-34-37,56,3,0.0893,0.0992,-0.0099
platinum,Rakan,3,14-37-39,59,1,0.0678,0.0992,-0.0314
platinum,RekSai,0,NONE,162,1,0.1049,0.1049,0.0000
platinum,Renekton,0,NONE,196,1,0.0969,0.0969,0.0000
platinum,Rumble,0,NONE,4981,1,0.1785,0.1785,0.0000
platinum,Rumble,1,79,60,3,0.1333,0.1785,-0.0452
platinum,Rumble,1,66,156,1,0.0577,0.1785,-0.1208
platinum,Rumble,1,69,198,2,0.0505,0.1785,-0.1280
platinum,Rumble,2,27-69,57,2,0.1579,0.1785,-0.0206
platinum,Rumble,2,25-69,89,1,0.1236,0.1785,-0.0549
platinum,Rumble,2,55-69,100,3,0.1000,0.1785,-0.0785
platinum,Rumble,3,55-66-69,57,1,0.1579,0.1785,-0.0206
platinum,Rumble,3,25-55-69,77,2,0.0909,0.1785,-0.0876
platinum,Senna,0,NONE,96,1,0.1146,0.1146,0.0000
platinum,Shaco,0,NONE,2105,1,0.0760,0.0760,0.0000
platinum,Shaco,1,29,103,1,0.1456,0.0760,0.0696
platinum,Shaco,1,16,286,3,0.0874,0.0760,0.0114
platinum,Shaco,1,1,71,2,0.0423,0.0760,-0.0338
platinum,Shaco,2,15-29,87,4,0.1149,0.0760,0.0389
platinum,Shaco,2,16-19,339,3,0.0944,0.0760,0.0184
platinum,Shaco,2,15-19,309,1,0.0841,0.0760,0.0081
platinum,Shaco,2,16-29,80,2,0.0625,0.0760,-0.0135
platinum,Shaco,2,19-29,68,5,0.0441,0.0760,-0.0319
platinum,Shaco,3,13-15-19,80,4,0.2375,0.0760,0.1615
platinum,Shaco,3,15-16-29,305,2,0.1967,0.0760,0.1207
platinum,Shaco,3,15-19-19,87,1,0.1609,0.0760,0.0849
platinum,Shaco,3,15-19-29,154,3,0.1558,0.0760,0.0798
platinum,Shaco,3,16-19-29,111,5,0.1351,0.0760,0.0591
platinum,Shen,0,NONE,9464,1,0.1059,0.1059,0.0000
platinum,Shen,1,35,136,1,0.1177,0.1059,0.0118
platinum,Shen,1,5,135,3,0.0741,0.1059,-0.0318
platinum,Shen,1,55,282,2,0.0674,0.1059,-0.0385
platinum,Shen,2,55-66,51,1,0.0784,0.1059,-0.0274
platinum,Singed,0,NONE,60,1,0.1833,0.1833,0.0000
platinum,Sion,0,NONE,144,1,0.0833,0.0833,0.0000
platinum,Sivir,0,NONE,83,1,0.1205,0.1205,0.0000
platinum,Skarner,0,NONE,112,1,0.1250,0.1250,0.0000
platinum,Sona,0,NONE,5440,1,0.1070,0.1070,0.0000
platinum,Sona,1,68,56,1,0.1607,0.1070,0.0537
platinum,Sona,1,67,89,3,0.1236,0.1070,0.0166
platinum,Sona,1,44,569,2,0.0598,0.1070,-0.0472
platinum,Sona,2,46-46,319,3,0.0846,0.1070,-0.0224
platinum,Sona,2,44-46,347,4,0.0836,0.1070,-0.0234
platinum,Sona,2,44-44,89,1,0.0787,0.1070,-0.0283
platinum,Sona,2,4-44,67,5,0.0448,0.1070,-0.0622
platinum,Sona,2,4-46,72,2,0.0139,0.1070,-0.0931
platinum,Sona,3,44-46-46,585,4,0.3214,0.1070,0.2144
platinum,Sona,3,44-44-46,66,1,0.1818,0.1070,0.0748
platinum,Sona,3,44-46-48,66,2,0.1667,0.1070,0.0597
platinum,Sona,3,4-46-46,80,5,0.1375,0.1070,0.0305
platinum,Sona,3,4-44-46,66,3,0.0455,0.1070,-0.0615
platinum,Soraka,0,NONE,7122,1,0.1407,0.1407,0.0000
platinum,Soraka,1,88,63,1,0.2540,0.1407,0.1133
platinum,Soraka,1,17,56,2,0.2500,0.1407,0.1093
platinum,Soraka,1,47,55,3,0.1636,0.1407,0.0230
platinum,Syndra,0,NONE,2379,1,0.1017,0.1017,0.0000
platinum,Syndra,1,46,166,1,0.0904,0.1017,-0.0114
platinum,Syndra,1,39,62,2,0.0484,0.1017,-0.0533
platinum,Syndra,1,33,59,3,0.0339,0.1017,-0.0678
platinum,Syndra,2,46-46,85,2,0.1529,0.1017,0.0512
platinum,Syndra,2,15-44,148,3,0.1149,0.1017,0.0131
platinum,Syndra,2,44-46,134,4,0.1045,0.1017,0.0028
platinum,Syndra,2,15-46,91,1,0.0769,0.1017,-0.0248
platinum,Syndra,3,44-44-46,53,3,0.2453,0.1017,0.1436
platinum,Syndra,3,15-44-44,140,5,0.2214,0.1017,0.1197
platinum,Syndra,3,15-33-44,84,4,0.1667,0.1017,0.0650
platinum,Syndra,3,15-44-46,324,2,0.1605,0.1017,0.0588
platinum,Syndra,3,15-46-46,171,1,0.1462,0.1017,0.0445
platinum,Taliyah,0,NONE,225,1,0.1244,0.1244,0.0000
platinum,Taric,0,NONE,152,1,0.2040,0.2040,0.0000
platinum,Thresh,0,NONE,5911,1,0.1805,0.1805,0.0000
platinum,Thresh,1,15,71,1,0.2113,0.1805,0.0308
platinum,Thresh,1,7,73,2,0.1644,0.1805,-0.0161
platinum,Thresh,1,22,69,3,0.1304,0.1805,-0.0501
platinum,TwistedFate,0,NONE,4220,1,0.1341,0.1341,0.0000
platinum,TwistedFate,1,67,104,2,0.1827,0.1341,0.0486
platinum,TwistedFate,1,37,94,3,0.1170,0.1341,-0.0171
platinum,TwistedFate,1,39,56,1,0.1071,0.1341,-0.0270
platinum,Twitch,0,NONE,177,1,0.1130,0.1130,0.0000
platinum,Varus,0,NONE,228,1,0.1053,0.1053,0.0000
platinum,Vayne,0,NONE,100,1,0.1000,0.1000,0.0000
platinum,Veigar,0,NONE,236,1,0.1568,0.1568,0.0000
platinum,VelKoz,0,NONE,2040,1,0.1177,0.1177,0.0000
platinum,VelKoz,1,38,62,3,0.1452,0.1177,0.0275
platinum,VelKoz,1,69,114,2,0.1404,0.1177,0.0227
platinum,VelKoz,1,4,51,1,0.1373,0.1177,0.0196
platinum,VelKoz,2,37-48,81,5,0.1852,0.1177,0.0675
platinum,VelKoz,2,33-37,68,2,0.1471,0.1177,0.0294
platinum,VelKoz,2,15-37,61,4,0.1148,0.1177,-0.0029
platinum,VelKoz,2,37-69,98,1,0.1122,0.1177,-0.0054
platinum,VelKoz,2,33-44,53,3,0.0000,0.1177,-0.1177
platinum,VelKoz,3,37-44-69,267,1,0.2247,0.1177,0.1071
platinum,VelKoz,3,33-37-44,91,3,0.2198,0.1177,0.1021
platinum,VelKoz,3,15-33-37,60,4,0.2167,0.1177,0.0990
platinum,VelKoz,3,37-39-44,51,5,0.1961,0.1177,0.0784
platinum,VelKoz,3,15-33-44,72,2,0.1667,0.1177,0.0490
platinum,Vi,0,NONE,8502,1,0.1193,0.1193,0.0000
platinum,Vi,1,28,87,3,0.1724,0.1193,0.0531
platinum,Vi,1,7,470,2,0.1383,0.1193,0.0190
platinum,Vi,1,39,56,1,0.0893,0.1193,-0.0300
platinum,Vi,2,36-45,59,1,0.2542,0.1193,0.1350
platinum,Vladimir,0,NONE,162,1,0.1049,0.1049,0.0000
platinum,Volibear,0,NONE,298,1,0.0973,0.0973,0.0000
platinum,Warwick,0,NONE,126,1,0.0794,0.0794,0.0000
platinum,WuKong,0,NONE,8139,1,0.1047,0.1047,0.0000
platinum,WuKong,1,17,70,2,0.1286,0.1047,0.0239
platinum,WuKong,1,5,118,1,0.0848,0.1047,-0.0199
platinum,WuKong,1,1,65,3,0.0769,0.1047,-0.0278
platinum,WuKong,2,37-45,54,1,0.1296,0.1047,0.0250
platinum,Xayah,0,NONE,4245,1,0.1105,0.1105,0.0000
platinum,Xayah,1,67,119,3,0.1765,0.1105,0.0660
platinum,Xayah,1,12,64,2,0.0938,0.1105,-0.0167
platinum,Xayah,1,57,68,1,0.0735,0.1105,-0.0370
platinum,Xayah,2,19-29,94,1,0.1064,0.1105,-0.0041
platinum,Xayah,2,29-69,150,2,0.0600,0.1105,-0.0505
platinum,Xayah,3,19-29-69,569,2,0.2302,0.1105,0.1198
platinum,Xayah,3,15-19-29,61,1,0.1967,0.1105,0.0862
platinum,Xayah,3,12-29-69,227,5,0.1894,0.1105,0.0790
platinum,Xayah,3,26-29-69,53,3,0.1509,0.1105,0.0405
platinum,Xayah,3,23-29-69,61,4,0.0984,0.1105,-0.0121
platinum,Xerath,0,NONE,1105,1,0.1774,0.1774,0.0000
platinum,Xerath,1,23,84,1,0.1310,0.1774,-0.0464
platinum,Xerath,3,23-23-69,70,1,0.2000,0.1774,0.0226
platinum,XinZhao,0,NONE,3356,1,0.1025,0.1025,0.0000
platinum,XinZhao,1,27,88,3,0.1364,0.1025,0.0339
platinum,XinZhao,1,55,182,1,0.0934,0.1025,-0.0091
platinum,XinZhao,1,66,125,2,0.0320,0.1025,-0.0705
platinum,XinZhao,2,25-55,100,2,0.1100,0.1025,0.0075
platinum,XinZhao,2,55-66,131,3,0.0840,0.1025,-0.0185
platinum,XinZhao,2,25-66,152,1,0.0329,0.1025,-0.0696
platinum,XinZhao,3,25-55-69,97,4,0.2680,0.1025,0.1655
platinum,XinZhao,3,25-55-66,419,1,0.2100,0.1025,0.1075
platinum,XinZhao,3,55-66-77,54,2,0.2037,0.1025,0.1012
platinum,XinZhao,3,25-25-66,67,3,0.0896,0.1025,-0.0130
platinum,Yasuo,0,NONE,4283,1,0.0810,0.0810,0.0000
platinum,Yasuo,1,16,78,1,0.0641,0.0810,-0.0169
platinum,Yasuo,1,19,101,3,0.0396,0.0810,-0.0414
platinum,Yasuo,1,15,74,2,0.0270,0.0810,-0.0540
platinum,Yorick,0,NONE,147,1,0.0884,0.0884,0.0000
platinum,Zed,0,NONE,52,1,0.2308,0.2308,0.0000
platinum,Ziggs,0,NONE,2481,1,0.1104,0.1104,0.0000
platinum,Ziggs,1,34,72,1,0.0417,0.1104,-0.0688
platinum,Ziggs,1,44,79,2,0.0380,0.1104,-0.0725
platinum,Ziggs,2,44-44,64,1,0.0781,0.1104,-0.0323
platinum,Ziggs,3,33-44-44,111,2,0.2252,0.1104,0.1148
platinum,Ziggs,3,39-44-44,61,1,0.2131,0.1104,0.1027
platinum,Zoe,0,NONE,6606,1,0.1244,0.1244,0.0000
platinum,Zoe,1,88,83,2,0.1325,0.1244,0.0081
platinum,Zoe,1,67,170,1,0.1235,0.1244,-0.0009
platinum,Zoe,1,46,70,3,0.0714,0.1244,-0.0530
platinum,Zyra,0,NONE,121,1,0.0992,0.0992,0.0000
