tier,champ_name,item_id,zero_item_win_rate,zero_count,one_item_win_rate,one_count,lift_score,cn_champ,cn_item
master,Mordekaiser,35,0.0984,5986,0.1774,62,0.079,莫德凯撒,钢铁烈阳之匣
platinum,MissFortune,3,0.1478,3830,0.2267,75,0.0789,厄运小姐,无用大棒
grandmaster,Leona,36,0.0752,4125,0.154,526,0.0788,蕾欧娜,离子火花
diamond,WuKong,59,0.1043,8641,0.1828,186,0.0785,孙悟空,静止法衣
challenger,Lux,35,0.1549,11560,0.2333,60,0.0784,拉克丝,钢铁烈阳之匣
master,Blitzcrank,59,0.1051,18752,0.1835,109,0.0784,布里茨,静止法衣
platinum,Irelia,13,0.0981,2313,0.1765,51,0.0783,艾瑞莉娅,海克斯科技枪刃
grandmaster,Graves,88,0.1107,12309,0.1889,90,0.0782,格雷福斯,自然之力
master,JarvanIV,88,0.1037,3577,0.1818,66,0.0781,嘉文四世,自然之力
diamond,Ashe,79,0.1289,10077,0.2069,87,0.078,艾希,伏击之爪
grandmaster,Fiora,47,0.0715,2280,0.1494,415,0.0779,菲奥娜,救赎
platinum,KhaZix,12,0.1161,4746,0.194,67,0.0779,卡兹克,巨人杀手
grandmaster,Blitzcrank,47,0.1041,19762,0.1818,143,0.0777,布里茨,救赎
master,Fiora,67,0.0749,2524,0.1526,616,0.0777,菲奥娜,凌风
grandmaster,Shen,47,0.1084,11646,0.1861,806,0.0777,慎,救赎
challenger,Blitzcrank,35,0.0998,18309,0.1774,62,0.0776,布里茨,钢铁烈阳之匣
grandmaster,Zoe,88,0.1504,8918,0.2277,101,0.0774,佐伊,自然之力
diamond,Fiora,8,0.079,3024,0.1563,64,0.0772,菲奥娜,金铲铲
platinum,WuKong,35,0.1047,8139,0.1818,88,0.0771,孙悟空,钢铁烈阳之匣
challenger,Neeko,68,0.126,2182,0.2029,69,0.0769,妮蔻,天神法球
platinum,Lulu,79,0.1979,6257,0.2747,91,0.0769,璐璐,伏击之爪
grandmaster,Ahri,46,0.115,4062,0.1918,146,0.0768,阿狸,恩泽圣杯
platinum,Lulu,34,0.1979,6257,0.2745,51,0.0767,璐璐,卢登的回声
grandmaster,Lulu,17,0.2021,6804,0.2787,122,0.0766,璐璐,基克的先驱
grandmaster,Malphite,35,0.1099,18161,0.1864,59,0.0765,墨菲特,钢铁烈阳之匣
platinum,Ekko,57,0.1735,1816,0.25,80,0.0765,艾克,红霸符
master,Jhin,69,0.1488,1969,0.2254,71,0.0765,烬,水银
diamond,Shen,78,0.1141,12828,0.1905,105,0.0764,慎,守护者胸甲
diamond,Leona,68,0.0683,3264,0.1447,76,0.0764,蕾欧娜,天神法球
challenger,Kassadin,55,0.1088,14576,0.1852,54,0.0764,卡萨丁,棘刺背心
grandmaster,MissFortune,29,0.1479,3436,0.2241,58,0.0763,厄运小姐,最后的轻语
master,Leona,2,0.0758,4618,0.152,250,0.0762,蕾欧娜,反曲之弓
master,Soraka,88,0.1645,8157,0.2407,54,0.0762,索拉卡,自然之力
platinum,KhaZix,17,0.1161,4746,0.1923,52,0.0762,卡兹克,基克的先驱
grandmaster,Kassadin,59,0.1174,15923,0.1936,217,0.0761,卡萨丁,静止法衣
platinum,Karma,17,0.1378,11443,0.2138,145,0.076,卡尔玛,基克的先驱
challenger,Vi,34,0.088,6514,0.1639,122,0.076,蔚,卢登的回声
challenger,Vi,49,0.088,6514,0.1639,61,0.076,蔚,正义之手
platinum,Lulu,15,0.1979,6257,0.2738,84,0.076,璐璐,守护天使
platinum,Jayce,38,0.0908,4990,0.1667,78,0.0759,杰斯,爆破专家的电荷
platinum,Mordekaiser,47,0.1009,5568,0.1769,147,0.0759,莫德凯撒,救赎
grandmaster,Ashe,26,0.1242,9750,0.2,80,0.0758,艾希,卢安娜的飓风
master,Karma,17,0.1343,9983,0.2101,219,0.0757,卡尔玛,基克的先驱
diamond,KaiSa,67,0.0753,1819,0.1509,53,0.0756,卡莎,凌风
platinum,Ahri,35,0.1009,3766,0.1765,51,0.0756,阿狸,钢铁烈阳之匣
master,Shen,27,0.1089,10710,0.1845,206,0.0756,慎,兹若特传送门
diamond,Thresh,59,0.1726,6832,0.2482,137,0.0756,锤石,静止法衣
master,Poppy,47,0.1117,7253,0.1871,171,0.0755,波比,救赎
master,Zoe,88,0.1425,8310,0.2178,101,0.0753,佐伊,自然之力
master,Ahri,13,0.1208,4222,0.1961,51,0.0753,阿狸,海克斯科技枪刃
diamond,Vi,58,0.1075,9879,0.1828,93,0.0753,蔚,叛逆者勋章
challenger,Ashe,89,0.1282,8931,0.2034,467,0.0752,艾希,暗星之心
grandmaster,Leona,47,0.0752,4125,0.1504,532,0.0752,蕾欧娜,救赎
platinum,Ahri,46,0.1009,3766,0.1759,108,0.075,阿狸,恩泽圣杯
diamond,Lucian,88,0.0721,2677,0.1471,102,0.075,卢锡安,自然之力
platinum,Soraka,79,0.1407,7122,0.2157,51,0.075,索拉卡,伏击之爪
challenger,Lucian,1,0.0556,2517,0.1306,245,0.075,卢锡安,暴风大剑
master,JarvanIV,36,0.1037,3577,0.1786,84,0.0749,嘉文四世,离子火花
master,WuKong,88,0.1046,8805,0.1795,78,0.0749,孙悟空,自然之力
master,Lulu,56,0.201,6815,0.2759,58,0.0748,璐璐,破刃者
diamond,Ezreal,67,0.1067,9487,0.1815,292,0.0748,伊泽瑞尔,凌风
platinum,Vi,67,0.1193,8502,0.1939,521,0.0746,蔚,凌风
diamond,Lulu,69,0.1981,5987,0.2727,66,0.0746,璐璐,水银
master,JarvanIV,35,0.1037,3577,0.1781,146,0.0744,嘉文四世,钢铁烈阳之匣
diamond,Irelia,67,0.1167,3386,0.191,89,0.0744,艾瑞莉娅,凌风
grandmaster,Ezreal,24,0.0968,11402,0.1711,76,0.0742,伊泽瑞尔,斯塔缇克电刃
platinum,Kayle,13,0.1449,3353,0.2192,73,0.0742,凯尔,海克斯科技枪刃
grandmaster,ChoGath,14,0.0956,6842,0.1698,53,0.0742,科加斯,朔极之矛
grandmaster,Lucian,9,0.0563,2273,0.1304,69,0.0741,卢锡安,拳套
grandmaster,Thresh,79,0.1691,9396,0.2432,111,0.0741,锤石,伏击之爪
diamond,Thresh,88,0.1726,6832,0.2466,73,0.074,锤石,自然之力
master,Karma,47,0.1343,9983,0.2083,72,0.074,卡尔玛,救赎
diamond,Ezreal,1,0.1067,9487,0.1806,72,0.0739,伊泽瑞尔,暴风大剑
grandmaster,Poppy,15,0.1161,6923,0.19,100,0.0739,波比,守护天使
master,Lucian,56,0.0671,2640,0.1406,128,0.0736,卢锡安,破刃者
platinum,Graves,68,0.1097,7456,0.1833,60,0.0736,格雷福斯,天神法球
platinum,MissFortune,67,0.1478,3830,0.2212,104,0.0734,厄运小姐,凌风
master,ChoGath,27,0.0932,5524,0.1667,162,0.0734,科加斯,兹若特传送门
challenger,Lulu,56,0.2037,7896,0.2769,65,0.0733,璐璐,破刃者
master,Fiora,15,0.0749,2524,0.1482,54,0.0733,菲奥娜,守护天使
grandmaster,KhaZix,17,0.0891,4803,0.1622,74,0.0731,卡兹克,基克的先驱
master,ChoGath,47,0.0932,5524,0.1664,559,0.0731,科加斯,救赎
challenger,Kassadin,13,0.1088,14576,0.1818,55,0.073,卡萨丁,海克斯科技枪刃
grandmaster,WuKong,79,0.1081,8896,0.1807,155,0.0725,孙悟空,伏击之爪
platinum,WuKong,59,0.1047,8139,0.177,113,0.0723,孙悟空,静止法衣
diamond,WuKong,35,0.1043,8641,0.1765,102,0.0722,孙悟空,钢铁烈阳之匣
grandmaster,Blitzcrank,59,0.1041,19762,0.1761,159,0.072,布里茨,静止法衣
challenger,Fiora,22,0.0773,2108,0.1493,67,0.0719,菲奥娜,疾射火炮
challenger,Ashe,79,0.1282,8931,0.2,95,0.0718,艾希,伏击之爪
platinum,Kassadin,78,0.1205,10815,0.1923,104,0.0718,卡萨丁,守护者胸甲
master,Leona,47,0.0758,4618,0.1475,373,0.0717,蕾欧娜,救赎
platinum,JarvanIV,59,0.0978,5991,0.1695,59,0.0717,嘉文四世,静止法衣
master,Fiora,5,0.0749,2524,0.1466,232,0.0717,菲奥娜,锁子甲
challenger,Lucian,57,0.0556,2517,0.1273,2992,0.0717,卢锡安,红霸符
platinum,Lulu,47,0.1979,6257,0.2696,115,0.0717,璐璐,救赎
challenger,Fiora,68,0.0773,2108,0.1488,121,0.0714,菲奥娜,天神法球
diamond,Kassadin,78,0.1245,16396,0.1958,143,0.0713,卡萨丁,守护者胸甲
master,Poppy,59,0.1117,7253,0.1827,104,0.071,波比,静止法衣
challenger,WuKong,88,0.1045,8208,0.1754,57,0.0709,孙悟空,自然之力
grandmaster,Ezreal,58,0.0968,11402,0.1676,179,0.0708,伊泽瑞尔,叛逆者勋章
master,Kassadin,15,0.1123,14742,0.1829,82,0.0707,卡萨丁,守护天使
platinum,Leona,27,0.0838,4549,0.1545,123,0.0707,蕾欧娜,兹若特传送门
platinum,Fiora,5,0.0827,3422,0.1532,222,0.0705,菲奥娜,锁子甲
challenger,Leona,35,0.0909,4590,0.1613,217,0.0704,蕾欧娜,钢铁烈阳之匣
grandmaster,MissFortune,19,0.1479,3436,0.2182,55,0.0703,厄运小姐,无尽之刃
diamond,Thresh,18,0.1726,6832,0.2424,99,0.0699,锤石,破败王者之刃
diamond,Irelia,28,0.1167,3386,0.1866,134,0.0699,艾瑞莉娅,刺客之爪
master,Jayce,79,0.0753,4410,0.1449,69,0.0697,杰斯,伏击之爪
challenger,Shen,59,0.1067,11120,0.1765,153,0.0697,慎,静止法衣
platinum,Shaco,29,0.076,2105,0.1456,103,0.0696,萨科,最后的轻语
master,Jayce,38,0.0753,4410,0.1447,76,0.0695,杰斯,爆破专家的电荷
diamond,KhaZix,67,0.1008,5110,0.1702,235,0.0694,卡兹克,凌风
master,Fiora,68,0.0749,2524,0.1441,111,0.0693,菲奥娜,天神法球
platinum,Vi,79,0.1193,8502,0.1884,138,0.0691,蔚,伏击之爪
diamond,WuKong,77,0.1043,8641,0.1734,173,0.0691,孙悟空,狂徒铠甲
platinum,MasterYi,55,0.0918,4052,0.1607,56,0.0689,易大师,棘刺背心
platinum,Lulu,78,0.1979,6257,0.2667,60,0.0688,璐璐,守护者胸甲
grandmaster,JarvanIV,68,0.1085,3004,0.1771,96,0.0686,嘉文四世,天神法球
platinum,ChoGath,35,0.1078,4414,0.1765,119,0.0686,科加斯,钢铁烈阳之匣
platinum,ChoGath,58,0.1078,4414,0.1765,51,0.0686,科加斯,叛逆者勋章
diamond,Lucian,56,0.0721,2677,0.1404,114,0.0683,卢锡安,破刃者
challenger,Ekko,45,0.1663,1383,0.2346,162,0.0683,艾克,冰霜之心
diamond,KhaZix,88,0.1008,5110,0.169,71,0.0682,卡兹克,自然之力
challenger,Vi,27,0.088,6514,0.1561,205,0.0681,蔚,兹若特传送门
platinum,Lulu,59,0.1979,6257,0.266,94,0.0681,璐璐,静止法衣
platinum,Fiora,3,0.0827,3422,0.1508,179,0.0681,菲奥娜,无用大棒
grandmaster,Blitzcrank,27,0.1041,19762,0.172,93,0.068,布里茨,兹若特传送门
challenger,Vi,17,0.088,6514,0.1558,77,0.0679,蔚,基克的先驱
grandmaster,Ezreal,19,0.0968,11402,0.1647,85,0.0679,伊泽瑞尔,无尽之刃
grandmaster,Lulu,23,0.2021,6804,0.2698,63,0.0678,璐璐,鬼索的狂暴之刃
grandmaster,Thresh,18,0.1691,9396,0.2368,114,0.0677,锤石,破败王者之刃
master,Jayce,13,0.0753,4410,0.1429,98,0.0676,杰斯,海克斯科技枪刃
master,Leona,88,0.0758,4618,0.1432,426,0.0674,蕾欧娜,自然之力
challenger,Fiora,24,0.0773,2108,0.1447,76,0.0674,菲奥娜,斯塔缇克电刃
diamond,Kassadin,47,0.1245,16396,0.1917,605,0.0673,卡萨丁,救赎
platinum,MissFortune,15,0.1478,3830,0.2151,93,0.0673,厄运小姐,守护天使
platinum,Blitzcrank,67,0.1249,16529,0.1921,1119,0.0672,布里茨,凌风
challenger,Ezreal,29,0.0952,12275,0.1623,302,0.0671,伊泽瑞尔,最后的轻语
platinum,Jayce,68,0.0908,4990,0.1579,114,0.0671,杰斯,天神法球
grandmaster,KhaZix,67,0.0891,4803,0.1561,269,0.067,卡兹克,凌风
challenger,Neeko,67,0.126,2182,0.193,57,0.067,妮蔻,凌风
challenger,Jayce,59,0.0759,3610,0.1429,56,0.067,杰斯,静止法衣
platinum,ChoGath,77,0.1078,4414,0.1747,166,0.0669,科加斯,狂徒铠甲
challenger,Ashe,12,0.1282,8931,0.195,159,0.0668,艾希,巨人杀手
master,Ezreal,17,0.0999,11391,0.1667,318,0.0668,伊泽瑞尔,基克的先驱
challenger,Fiora,88,0.0773,2108,0.144,368,0.0667,菲奥娜,自然之力
challenger,Fiora,2,0.0773,2108,0.1439,660,0.0666,菲奥娜,反曲之弓
grandmaster,Fiora,24,0.0715,2280,0.1379,58,0.0664,菲奥娜,斯塔缇克电刃
grandmaster,AurelionSol,17,0.2277,2688,0.2941,51,0.0664,奥瑞利安·索尔,基克的先驱
grandmaster,Ashe,59,0.1242,9750,0.1905,63,0.0663,艾希,静止法衣
master,Lux,47,0.1576,10438,0.2239,134,0.0663,拉克丝,救赎
diamond,ChoGath,47,0.108,6101,0.1742,528,0.0662,科加斯,救赎
diamond,Ashe,67,0.1289,10077,0.195,477,0.0661,艾希,凌风
platinum,Xayah,67,0.1105,4245,0.1765,119,0.066,霞,凌风
challenger,Lulu,48,0.2037,7896,0.2696,115,0.0659,璐璐,星之守护者的符咒
challenger,Jhin,16,0.1694,1942,0.2353,68,0.0659,烬,饮血剑
challenger,Thresh,47,0.1599,10538,0.2258,248,0.0659,锤石,救赎
grandmaster,Soraka,17,0.1807,8530,0.2464,69,0.0657,索拉卡,基克的先驱
grandmaster,Thresh,22,0.1691,9396,0.2348,115,0.0657,锤石,疾射火炮
challenger,Lux,47,0.1549,11560,0.2204,245,0.0655,拉克丝,救赎
platinum,MasterYi,77,0.0918,4052,0.1569,51,0.0651,易大师,狂徒铠甲
diamond,Blitzcrank,47,0.1176,19351,0.1826,115,0.065,布里茨,救赎
challenger,Karma,47,0.1486,11298,0.2135,89,0.0649,卡尔玛,救赎
grandmaster,Shen,68,0.1084,11646,0.1728,353,0.0644,慎,天神法球
platinum,Irelia,67,0.0981,2313,0.1625,80,0.0644,艾瑞莉娅,凌风
diamond,Shen,79,0.1141,12828,0.1783,157,0.0643,慎,伏击之爪
diamond,JarvanIV,35,0.0988,3614,0.163,362,0.0642,嘉文四世,钢铁烈阳之匣
platinum,Jayce,67,0.0908,4990,0.1549,142,0.0642,杰斯,凌风
diamond,VelKoz,34,0.1147,1744,0.1786,56,0.0639,维克兹,卢登的回声
diamond,Zoe,88,0.1313,5216,0.1951,82,0.0638,佐伊,自然之力
challenger,Lulu,15,0.2037,7896,0.2674,86,0.0638,璐璐,守护天使
diamond,Lux,48,0.1461,6963,0.2099,81,0.0638,拉克丝,星之守护者的符咒
platinum,Lulu,49,0.1979,6257,0.2615,65,0.0637,璐璐,正义之手
grandmaster,Ezreal,16,0.0968,11402,0.1605,81,0.0637,伊泽瑞尔,饮血剑
challenger,Thresh,17,0.1599,10538,0.2235,179,0.0636,锤石,基克的先驱
platinum,Ashe,88,0.127,6907,0.1905,63,0.0635,艾希,自然之力
grandmaster,MissFortune,67,0.1479,3436,0.2114,123,0.0635,厄运小姐,凌风
platinum,Ezreal,29,0.1152,8514,0.1786,112,0.0634,伊泽瑞尔,最后的轻语
platinum,WuKong,68,0.1047,8139,0.168,125,0.0633,孙悟空,天神法球
master,Fiora,88,0.0749,2524,0.1382,246,0.0633,菲奥娜,自然之力
master,Graves,67,0.1093,10883,0.1725,342,0.0632,格雷福斯,凌风
diamond,Karma,88,0.1308,6192,0.194,67,0.0632,卡尔玛,自然之力
grandmaster,Ezreal,23,0.0968,11402,0.16,75,0.0632,伊泽瑞尔,鬼索的狂暴之刃
diamond,Caitlyn,12,0.1084,4337,0.1714,70,0.0631,凯特琳,巨人杀手
platinum,MissFortune,49,0.1478,3830,0.2109,147,0.0631,厄运小姐,正义之手
platinum,Lucian,26,0.0974,3644,0.1604,106,0.063,卢锡安,卢安娜的飓风
diamond,Lucian,29,0.0721,2677,0.1351,111,0.063,卢锡安,最后的轻语
challenger,Jayce,35,0.0759,3610,0.1389,72,0.063,杰斯,钢铁烈阳之匣
platinum,ChoGath,15,0.1078,4414,0.1707,205,0.0629,科加斯,守护天使
grandmaster,Jayce,38,0.0801,4195,0.1429,105,0.0628,杰斯,爆破专家的电荷
grandmaster,Leona,77,0.0752,4125,0.1379,87,0.0628,蕾欧娜,狂徒铠甲
challenger,ChoGath,44,0.0897,5394,0.1525,59,0.0628,科加斯,炽天使之拥
master,Leona,17,0.0758,4618,0.1385,65,0.0627,蕾欧娜,基克的先驱
grandmaster,Malphite,88,0.1099,18161,0.1726,197,0.0627,墨菲特,自然之力
diamond,Jayce,38,0.0928,5625,0.1554,148,0.0626,杰斯,爆破专家的电荷
grandmaster,Ezreal,79,0.0968,11402,0.1594,69,0.0626,伊泽瑞尔,伏击之爪
master,Leona,36,0.0758,4618,0.1383,434,0.0625,蕾欧娜,离子火花
challenger,Lux,79,0.1549,11560,0.2174,69,0.0625,拉克丝,伏击之爪
challenger,Lux,28,0.1549,11560,0.2174,115,0.0625,拉克丝,刺客之爪
master,KhaZix,47,0.1062,5369,0.1687,83,0.0625,卡兹克,救赎
platinum,KhaZix,16,0.1161,4746,0.1786,56,0.0625,卡兹克,饮血剑
diamond,Kassadin,79,0.1245,16396,0.1869,107,0.0624,卡萨丁,伏击之爪
diamond,Lux,4,0.1461,6963,0.2083,72,0.0623,拉克丝,女神之泪
challenger,Leona,67,0.0909,4590,0.153,1340,0.0621,蕾欧娜,凌风
master,Lulu,35,0.201,6815,0.2632,57,0.0621,璐璐,钢铁烈阳之匣
diamond,Kassadin,15,0.1245,16396,0.1864,59,0.062,卡萨丁,守护天使
diamond,Jayce,35,0.0928,5625,0.1548,168,0.062,杰斯,钢铁烈阳之匣
platinum,Jayce,13,0.0908,4990,0.1528,72,0.062,杰斯,海克斯科技枪刃
diamond,JarvanIV,17,0.0988,3614,0.1607,56,0.0619,嘉文四世,基克的先驱
platinum,Ekko,24,0.1735,1816,0.2353,51,0.0618,艾克,斯塔缇克电刃
grandmaster,Ashe,69,0.1242,9750,0.1861,86,0.0618,艾希,水银
master,Kassadin,47,0.1123,14742,0.174,730,0.0617,卡萨丁,救赎
challenger,Ezreal,58,0.0952,12275,0.1569,204,0.0617,伊泽瑞尔,叛逆者勋章
challenger,Ezreal,88,0.0952,12275,0.1569,51,0.0617,伊泽瑞尔,自然之力
grandmaster,Lux,79,0.1637,10165,0.2254,71,0.0617,拉克丝,伏击之爪
diamond,WuKong,15,0.1043,8641,0.166,235,0.0617,孙悟空,守护天使
master,Blitzcrank,46,0.1051,18752,0.1667,402,0.0616,布里茨,恩泽圣杯
platinum,Shen,68,0.1059,9464,0.1675,197,0.0616,慎,天神法球
grandmaster,Malphite,17,0.1099,18161,0.1714,70,0.0615,墨菲特,基克的先驱
platinum,JarvanIV,27,0.0978,5991,0.1592,157,0.0614,嘉文四世,兹若特传送门
grandmaster,WuKong,25,0.1081,8896,0.1695,177,0.0614,孙悟空,泰坦的坚决
grandmaster,ChoGath,59,0.0956,6842,0.157,242,0.0614,科加斯,静止法衣
grandmaster,Lucian,29,0.0563,2273,0.1177,85,0.0613,卢锡安,最后的轻语
grandmaster,ChoGath,34,0.0956,6842,0.1569,51,0.0613,科加斯,卢登的回声
platinum,Kassadin,13,0.1205,10815,0.1818,55,0.0613,卡萨丁,海克斯科技枪刃
diamond,TwistedFate,37,0.1339,5213,0.1947,113,0.0608,崔斯特,莫雷洛秘典
platinum,Lulu,56,0.1979,6257,0.2586,58,0.0608,璐璐,破刃者
diamond,WuKong,36,0.1043,8641,0.1649,382,0.0607,孙悟空,离子火花
diamond,Jhin,12,0.1175,1626,0.1781,73,0.0606,烬,巨人杀手
master,Lucian,67,0.0671,2640,0.1275,298,0.0605,卢锡安,凌风
diamond,Leona,8,0.0683,3264,0.1286,70,0.0603,蕾欧娜,金铲铲
challenger,Ashe,56,0.1282,8931,0.1885,122,0.0603,艾希,破刃者
grandmaster,Graves,17,0.1107,12309,0.1711,76,0.0603,格雷福斯,基克的先驱
grandmaster,Zoe,59,0.1504,8918,0.2105,57,0.0602,佐伊,静止法衣
master,MissFortune,38,0.1499,3390,0.21,100,0.0602,厄运小姐,爆破专家的电荷
diamond,TwistedFate,17,0.1339,5213,0.194,67,0.0601,崔斯特,基克的先驱
grandmaster,Vi,28,0.0928,7230,0.1529,85,0.0601,蔚,刺客之爪
challenger,Ezreal,79,0.0952,12275,0.1549,71,0.0598,伊泽瑞尔,伏击之爪
diamond,Rakan,36,0.1184,4476,0.1782,101,0.0598,洛,离子火花
grandmaster,Fiora,15,0.0715,2280,0.1312,61,0.0597,菲奥娜,守护天使
challenger,Vi,55,0.088,6514,0.1473,224,0.0594,蔚,棘刺背心
challenger,Leona,17,0.0909,4590,0.15,80,0.0592,蕾欧娜,基克的先驱
challenger,Lucian,24,0.0556,2517,0.1146,96,0.059,卢锡安,斯塔缇克电刃
challenger,ChoGath,47,0.0897,5394,0.1487,706,0.059,科加斯,救赎
master,Lucian,57,0.0671,2640,0.126,2564,0.0589,卢锡安,红霸符
challenger,Vi,68,0.088,6514,0.1469,143,0.0589,蔚,天神法球
grandmaster,Syndra,46,0.1359,2701,0.1947,113,0.0588,辛德拉,恩泽圣杯
platinum,JarvanIV,88,0.0978,5991,0.1566,83,0.0588,嘉文四世,自然之力
grandmaster,Graves,38,0.1107,12309,0.1695,59,0.0588,格雷福斯,爆破专家的电荷
platinum,ChoGath,25,0.1078,4414,0.1667,114,0.0588,科加斯,泰坦的坚决
grandmaster,MissFortune,56,0.1479,3436,0.2065,92,0.0587,厄运小姐,破刃者
platinum,Ekko,47,0.1735,1816,0.2321,56,0.0587,艾克,救赎
challenger,Graves,17,0.1041,10887,0.1628,86,0.0587,格雷福斯,基克的先驱
master,Jhin,11,0.1488,1969,0.2076,53,0.0587,烬,死亡之刃
grandmaster,Lucian,57,0.0563,2273,0.115,2375,0.0586,卢锡安,红霸符
diamond,Lulu,67,0.1981,5987,0.2567,261,0.0586,璐璐,凌风
challenger,Ahri,12,0.1149,4256,0.1733,75,0.0584,阿狸,巨人杀手
challenger,Jayce,39,0.0759,3610,0.1343,67,0.0584,杰斯,珠光护手
diamond,MasterYi,67,0.1039,3380,0.1622,74,0.0583,易大师,凌风
grandmaster,Soraka,46,0.1807,8530,0.2388,67,0.0582,索拉卡,恩泽圣杯
diamond,Soraka,67,0.1683,5240,0.2264,106,0.0581,索拉卡,凌风
challenger,Fiora,27,0.0773,2108,0.1353,133,0.058,菲奥娜,兹若特传送门
challenger,Shen,47,0.1067,11120,0.1647,680,0.058,慎,救赎
platinum,Blitzcrank,36,0.1249,16529,0.1828,93,0.0579,布里茨,离子火花
challenger,Kassadin,15,0.1088,14576,0.1667,96,0.0579,卡萨丁,守护天使
master,Fiora,1,0.0749,2524,0.1327,196,0.0578,菲奥娜,暴风大剑
diamond,Vi,79,0.1075,9879,0.1653,121,0.0578,蔚,伏击之爪
platinum,KhaZix,29,0.1161,4746,0.1739,69,0.0578,卡兹克,最后的轻语
grandmaster,Vi,77,0.0928,7230,0.1505,93,0.0577,蔚,狂徒铠甲
challenger,Graves,88,0.1041,10887,0.1618,68,0.0577,格雷福斯,自然之力
challenger,Lucian,9,0.0556,2517,0.1132,106,0.0576,卢锡安,拳套
master,WuKong,27,0.1046,8805,0.1622,185,0.0576,孙悟空,兹若特传送门
diamond,Jhin,2,0.1175,1626,0.175,80,0.0575,烬,反曲之弓
challenger,KhaZix,47,0.1038,5730,0.1613,62,0.0575,卡兹克,救赎
grandmaster,Shen,27,0.1084,11646,0.1658,199,0.0575,慎,兹若特传送门
challenger,Leona,59,0.0909,4590,0.1482,135,0.0573,蕾欧娜,静止法衣
challenger,Ezreal,67,0.0952,12275,0.1525,669,0.0573,伊泽瑞尔,凌风
challenger,Lucian,79,0.0556,2517,0.1129,62,0.0573,卢锡安,伏击之爪
diamond,MissFortune,19,0.161,3659,0.2182,55,0.0572,厄运小姐,无尽之刃
grandmaster,Zoe,17,0.1504,8918,0.2076,53,0.0572,佐伊,基克的先驱
grandmaster,Vi,47,0.0928,7230,0.1499,954,0.0571,蔚,救赎
grandmaster,Fiora,45,0.0715,2280,0.1286,70,0.0571,菲奥娜,冰霜之心
challenger,Vi,67,0.088,6514,0.145,1262,0.0571,蔚,凌风
challenger,Fiora,45,0.0773,2108,0.1343,67,0.057,菲奥娜,冰霜之心
diamond,Vi,27,0.1075,9879,0.1645,152,0.057,蔚,兹若特传送门
diamond,XinZhao,66,0.1049,3710,0.1616,99,0.0568,赵信,巨龙之爪
master,Mordekaiser,5,0.0984,5986,0.1552,58,0.0568,莫德凯撒,锁子甲
challenger,Malphite,59,0.1082,16535,0.1648,91,0.0567,墨菲特,静止法衣
master,Leona,67,0.0758,4618,0.1324,974,0.0567,蕾欧娜,凌风
master,Mordekaiser,66,0.0984,5986,0.1549,71,0.0565,莫德凯撒,巨龙之爪
diamond,Poppy,47,0.1031,3995,0.1594,69,0.0563,波比,救赎
diamond,Leona,88,0.0683,3264,0.1245,257,0.0562,蕾欧娜,自然之力
grandmaster,Fiora,9,0.0715,2280,0.1277,141,0.0562,菲奥娜,拳套
platinum,Neeko,36,0.092,3718,0.1482,81,0.0562,妮蔻,离子火花
grandmaster,Kassadin,35,0.1174,15923,0.1736,121,0.0561,卡萨丁,钢铁烈阳之匣
challenger,TwistedFate,67,0.1163,2201,0.1724,87,0.0561,崔斯特,凌风
challenger,Lucian,4,0.0556,2517,0.1115,287,0.0559,卢锡安,女神之泪
grandmaster,Irelia,47,0.1167,2664,0.1724,58,0.0557,艾瑞莉娅,救赎
challenger,Shen,35,0.1067,11120,0.1624,117,0.0557,慎,钢铁烈阳之匣
challenger,ChoGath,79,0.0897,5394,0.1455,165,0.0557,科加斯,伏击之爪
challenger,Lux,27,0.1549,11560,0.2105,57,0.0556,拉克丝,兹若特传送门
grandmaster,Leona,55,0.0752,4125,0.1308,130,0.0556,蕾欧娜,棘刺背心
challenger,MissFortune,56,0.1524,4016,0.208,125,0.0556,厄运小姐,破刃者
diamond,JarvanIV,27,0.0988,3614,0.1543,175,0.0555,嘉文四世,兹若特传送门
grandmaster,Shen,67,0.1084,11646,0.1636,440,0.0553,慎,凌风
grandmaster,Fiora,2,0.0715,2280,0.1267,379,0.0552,菲奥娜,反曲之弓
master,Jayce,55,0.0753,4410,0.1304,69,0.0552,杰斯,棘刺背心
grandmaster,Zoe,1,0.1504,8918,0.2055,73,0.0551,佐伊,暴风大剑
diamond,Kassadin,67,0.1245,16396,0.1794,418,0.055,卡萨丁,凌风
diamond,Xayah,67,0.1172,3728,0.1722,151,0.055,霞,凌风
challenger,Poppy,88,0.1103,7202,0.1651,109,0.0549,波比,自然之力
challenger,Lucian,34,0.0556,2517,0.1106,199,0.0549,卢锡安,卢登的回声
master,Ezreal,24,0.0999,11391,0.1548,84,0.0549,伊泽瑞尔,斯塔缇克电刃
master,Shen,17,0.1089,10710,0.1636,55,0.0548,慎,基克的先驱
